Mineral Name (plain),IMA Chemistry,Crystal Systems,Paragenetic Modes
Norbergite,Mg3(SiO4)F2,orthorhombic,"Abiotic, Biotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Nordenskioldine,CaSn(BO3)2,hexagonal,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Nordgauite,"MnAl2(PO4)2(F,OH)2·5.5H2O",triclinic,"Abiotic, Biotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Nordite-(Ce),Na3SrCeZnSi6O17,orthorhombic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Nordite-(La),Na3SrLaZnSi6O17,orthorhombic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Nordstrandite,Al(OH)3,triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Nordstromite,"Pb3CuBi7(S,Se)14",monoclinic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Norilskite,"(Pd,Ag)7Pb4",hexagonal,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Normandite,"Na2Ca2(Mn,Fe)2(Ti,Nb,Zr)2(Si2O7)2O2F2",monoclinic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Norrishite,KLiMn3+2Si4O10O2,monoclinic,"Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
Norsethite,BaMg(CO3)2,hexagonal,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation, PM24 - Authigenic minerals in terrestrial sediments, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
Northstarite,Pb6(Te4+O3)5(S6+O3S2-),hexagonal,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Northupite,Na3Mg(CO3)2Cl,cubic,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM24 - Authigenic minerals in terrestrial sediments, PM25 - Evaporites (prebiotic)"
Nosean,Na8(Si6Al6)O24(SO4)·H2O,cubic,"Abiotic, Biotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
Novacekite,Mg(UO2)2(AsO4)2·10H2O,"monoclinic, triclinic","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Novakite,"(Cu,Ag)21As10","monoclinic, tetragonal","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Novgorodovaite,Ca2(C2O4)Cl2·2H2O,monoclinic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)"
Novikovite,(NH4)4Mo6+2Mo5+2O8(SO4)5,monoclinic,
Novodneprite,AuPb3,,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Novograblenovite,(NH4)MgCl3·6H2O,monoclinic,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
Nowackiite,Cu6Zn3As4S12,hexagonal,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Nsutite,Mn2+xMn4+1-xO2-2x(OH)2x,,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Nuffieldite,Cu1.4Pb2.4Bi2.4Sb0.2S7,orthorhombic,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM33 - Hydrothermal metal deposits"
Nukundamite,Cu3.4Fe0.6S4,hexagonal,"Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits"
Nullaginite,Ni2(CO3)(OH)2,monoclinic,"Abiotic, Biotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 3b: Earth's earliest hydrosphere, PM13 - Hadean serpentinization, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Numanoite,Ca4CuB4O6(OH)6(CO3)2,monoclinic,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
Nuragheite,Th(MoO4)2·H2O,monoclinic,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration"
Nuwaite,Ni6GeS2,tetragonal,"Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases"
Nyboite,NaNa2(Mg3Al2)(Si7Al)O22(OH)2,monoclinic,"Abiotic, Primary, Secondary; Stage 3b: Earth's earliest hydrosphere, PM17 - Marine authigenic Hadean minerals, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites"
Nyerereite,Na2Ca(CO3)2,"hexagonal, orthorhombic","Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites"
Nyholmite,Cd3Zn2(AsO3OH)2(AsO4)2·4H2O,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
Odanielite,Na☐ZnZn2(AsO4)[AsO3(OH)]2,monoclinic,"Abiotic, Biotic, Secondary; Stage 7: Great Oxidation Event, PM46 - Near-surface hydrothermal alterations, PM47 - Low-T subaerial oxidative hydration/weathering"
Oberthurite,Rh3Ni32S32,cubic,"Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits"
Oberwolfachite,SrFe3+3(AsO4)(SO4)(OH)6,hexagonal,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Oboniobite,Mg4Nb2O9,hexagonal,
Obradovicite-KCu,[K2(H2O)17Cu(H2O)6][Mo8As2Fe3+3O34(OH)3],orthorhombic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Obradovicite-NaCu,[Na2(H2O)17Cu(H2O)6][Mo8As2Fe3+3O34(OH)3],orthorhombic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Obradovicite-NaNa,[Na2(H2O)16Na(H2O)6][Mo8As2Fe3+3O33(OH)4],orthorhombic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Odigitriaite,CsNa5Ca5[Si14B2O38]F2,monoclinic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Odikhinchaite,Na9Sr3[(H2O)2Na]Ca6Mn3Zr3NbSi(Si24O72)O(OH)3(CO3)·H2O,hexagonal,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Odinite,"(Fe3+,Mg,Al,Fe2+)2.5(Si,Al)2O5(OH)4","hexagonal, monoclinic","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Odintsovite,K2Na4Ca3Ti2Be4Si12O38,orthorhombic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Oenite,CoSbAs,orthorhombic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Offretite,KCaMg(Si13Al5)O36·15H2O,hexagonal,"Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM10 - Basalt-hosted zeolite minerals"
Oftedalite,K(ScCa)☐2Be3Si12O30,hexagonal,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Ogdensburgite,Ca2Fe3+4Zn(AsO4)4(OH)6·6H2O,orthorhombic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Ognitite,NiBiTe,hexagonal,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM37 - Layered igneous formations"
Ohmilite,"Sr3(Ti,Fe3+)(Si2O6)2(O,OH)·2H2O",monoclinic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Ohtaniite,Mg3(Si0.5☐0.5)Si2O8,orthorhombic,
Ojuelaite,ZnFe3+2(AsO4)2(OH)2·4H2O,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Okanoganite-(Y),"(Y,REE,Ca,Na,Th)16(Fe3+,Ti)(Si,B,P)10(O,OH)38F10",hexagonal,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Okayamalite,Ca2B2SiO7,tetragonal,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
Okenite,Ca10Si18O46·18H2O,triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
Okhotskite,Ca2Mn2+Mn3+2(Si2O7)(SiO4)(OH)2·H2O,monoclinic,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration"
Okieite,Mg3[V10O28]·28H2O,triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Okruginite,Cu2SnSe3,monoclinic,
Okruschite,Ca2Mn2+5Be4(AsO4)6(OH)4·6H2O,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Oldhamite,CaS,cubic,"Abiotic, Biotic, Primary; Stage 0: Pre-terrestrial Ur-minerals, PM1 - Stellar atmosphere condensates, Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, PM51 - Pyrometamorphic minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals, PM56 - Slag and smelter minerals"
Oldsite-(K),K2Fe2+[(UO2)(SO4)2]2(H2O)8,orthorhombic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Olekminskite,Sr2(CO3)2,hexagonal,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites"
Olenite,NaAl3Al6(Si6O18)(BO3)3O3(OH),hexagonal,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM23 - Subaerial alteration, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
Olgafrankite,Ni3Ge,cubic,
Olgite,"(Ba,Sr)(Na,Sr,REE)2Na(PO4)2",hexagonal,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites"
Olivenite,Cu2(AsO4)(OH),"orthorhombic, monoclinic","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Olkhonskite,Cr2Ti3O9,monoclinic,"Abiotic, Secondary; Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
Olmiite,CaMn[SiO3(OH)](OH),orthorhombic,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration"
Olmsteadite,KFe2+2NbO2(PO4)2·2H2O,orthorhombic,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration"
Olsacherite,Pb2(Se6+O4)(SO4),orthorhombic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering"
Olsenite,KFe4(PO4)3,orthorhombic,
Olshanskyite,Ca2[B3O3(OH)6]OH·3H2O,triclinic,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
Olympite,LiNa5(PO4)2,orthorhombic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Omariniite,Cu8Fe2ZnGe2S12,orthorhombic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Omeiite,OsAs2,orthorhombic,"Abiotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Ominelite,Fe2+Al3O2(BO3)(SiO4),orthorhombic,"Abiotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
Omongwaite,Na2Ca5(SO4)6·3H2O,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Omphacite,"(Ca,Na)(Mg,Fe,Al)Si2O6",monoclinic,"Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM39 - High-P metamorphism, PM40 - Regional metamorphism"
Omsite,Ni2Fe3+(OH)6[Sb(OH)6],hexagonal,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Ondrusite,CaCu4(AsO4)2(AsO3OH)2·10H2O,triclinic,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Oneillite,"Na15Ca3Mn3Fe3Zr3Nb(Si25O73)(O,OH,H2O)3(OH,Cl)2",hexagonal,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Onoratoite,Sb8O11Cl2,monoclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM57 - Other minerals formed by human processes"
Oosterboschite,"(Pd,Cu)7Se5",orthorhombic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Ootannite,Th4+2W6+4O16·5H2O,monoclinic,
Opal,SiO2·nH2O,,"Abiotic, Biotic, Primary, Secondary; Stage 3b: Earth's earliest hydrosphere, PM17 - Marine authigenic Hadean minerals, Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic), Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, PM53 - Other minerals with taphonomic origins, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Ophirite,Ca2Mg4[Zn2Mn3+2(H2O)2(Fe3+W9O34)2]·46H2O,triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Oppenheimerite,Na2(UO2)(SO4)2·3H2O,triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
Orcelite,Ni5-xAs2 (x = 0.25),hexagonal,"Abiotic, Biotic, Primary, Secondary; Stage 3b: Earth's earliest hydrosphere, PM13 - Hadean serpentinization, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Ordonezite,ZnSb5+2O6,tetragonal,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Orebroite,Mn2+6(Sb5+Fe3+)(SiO4)2O6,hexagonal,"Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
Oregonite,FeNi2As2,hexagonal,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, PM33 - Hydrothermal metal deposits"
Oreillyite,Cr2N,hexagonal,"Biotic; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
Organovaite-Mn,K2MnNb4(Si4O12)2O4·5-7H2O,monoclinic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Organovaite-Zn,"K2Zn(Nb,Ti)4(Si4O12)2(O,OH)4·6H2O",monoclinic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Orickite,CuFeS2·nH2O,hexagonal,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Orientite,Ca8Mn3+10(SiO4)3(Si3O10)3(OH)10·4H2O,orthorhombic,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, PM32 - Ba-Mn-Pb-Zn metamorphics"
Orishchinite,Ni2P,orthorhombic,"Biotic; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
Orlandiite,Pb3Cl4(Se4+O3)·H2O,triclinic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Orlovite,KLi2Ti(Si4O10)(OF),monoclinic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Orlymanite,Ca4Mn2+3Si8O20(OH)6·2H2O,hexagonal,"Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
Orpiment,As2S3,monoclinic,"Abiotic, Biotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM11 - Volcanic fumarole minerals, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, PM14 - Hot springs & geysers, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM49 - Oxic cellular biomineralization, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Orschallite,Ca3(S4+O3)2(SO4)·12H2O,hexagonal,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
Orthobrannerite,U4+U6+Ti4O12(OH)2,orthorhombic,"Abiotic, Biotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Orthoclase,K(AlSi3O8),"triclinic, monoclinic","Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, Stage 3b: Earth's earliest hydrosphere, PM17 - Marine authigenic Hadean minerals, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM22 - Near-surface hydration, PM23 - Subaerial alteration, PM24 - Authigenic minerals in terrestrial sediments, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM35 - Ultra-alkali and agpaitic igneous rocks, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
Orthocuproplatinum,Pt3Cu,orthorhombic,"Abiotic; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals"
Orthogersdorffite,NiAsS,orthorhombic,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM37 - Layered igneous formations"
Orthojoaquinite-(Ce),"NaBa2Fe2+Ce2Ti2(SiO3)8O2(O,OH)·H2O",orthorhombic,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Orthojoaquinite-(La),"NaBa2Fe2+La2Ti2(SiO3)8O2(OH,O,F)·H2O",orthorhombic,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
Orthominasragrite,V4+O(SO4)·5H2O,orthorhombic,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM53 - Other minerals with taphonomic origins"
Orthopinakiolite,Mg2Mn3+O2(BO3),orthorhombic,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
